房源id,"维度,经度",房源名称,物业类型,物业费,建造年代,绿化率,所属商圈,二手房房源数,租房源数,均价,价格中位数
944265,"31.897743,117.266242",华润橡树湾(一期),公寓,1.44元/㎡/月,2013年,40%(高),海棠社区,231套,14套,23839,23160.5
337554,"31.879211,117.245782",天一家园,公寓,暂无数据,2010年,33%(一般),"金牛路,清溪路,青阳北路",143套,73套,15835,15843.5
337472,"31.880148,117.332842",橘郡万绿园,公寓,0.6元/㎡/月,2007年,35%(一般),安徽大市场,144套,41套,12464,12655.5
337732,"31.828586,117.283929",绿城玉兰公寓,公寓,1.44元/㎡/月,2010年,48%(高),"东陈岗,中铁四局",99套,11套,22057,20966.5
800771,"31.732434,117.258683",远大尚林苑,公寓,1.44元/㎡/月,2016年,45%(高),"临湖,南艳湖",242套,6套,14528,14602.5
829741,"31.828723,117.158479",旭辉湖山源著,公寓,2.7元/㎡/月,2018年,30%(一般),大蜀山,137套,8套,26397,24730.0
879917,"31.783947,117.238613",金大地时代天街,商住楼,1元/㎡/月,2019年,20%(一般),"莲花路,明珠广场",207套,152套,12948,13287.0
337352,"31.802828,117.226886",宋都西湖花苑,公寓,1.28元/㎡/月,2010年,43%(高),奥体中心,197套,34套,28832,27268.0
952703,"31.882571,117.402469",恒大城(东区),公寓,1.4元/㎡/月,暂无数据,暂无数据,恒大城,453套,22套,12897,12895.0
337692,"31.807621,117.207251",禹洲华侨城(二期),公寓,0.7元/㎡/月,2010年,41%(高),肥西县城,118套,39套,17311,17121.0
337767,"31.784572,117.207993",国耀一方城,公寓,1.4元/㎡/月,2010年,45%(高),"大学城,中环城",155套,1套,22347,22359.0
399345,"31.947992,117.269781",和昌都汇华郡,公寓,1.37元/㎡/月,2015年,41%(高),菱湖公园,304套,7套,14242,13639.0
399440,"31.847151,117.209606",蓝鼎海棠湾,公寓,1.4元/㎡/月,2013年,41%(高),"大蜀山,绿城桂花园",150套,32套,19220,19221.0
828685,"31.792031,117.200985",葛洲坝玖珑府,公寓,1.1元/㎡/月,暂无数据,40%(高),"禹洲天境,芙蓉路",177套,12套,18205,18211.0
338293,"31.853982,117.242298",安居苑西村,公寓,0.5元/㎡/月,2000年,25%(一般),"国防科技大学,长江西路,贵池路",308套,31套,24916,23655.0
829647,"31.719773,117.308301",皖新朗诗绿郡,公寓,2.7元/㎡/月,2012年,40%(高),"云谷路,环湖CBD",150套,21套,25392,24718.5
864358,"31.898342,117.271195",瑞地祥和府,公寓,1.2元/㎡/月,暂无数据,暂无数据,海棠社区,173套,7套,19479,19482.5
399475,"31.929845,117.397895",圣联梦溪小镇,公寓,1.3元/㎡/月,2015年,40%(高),职教城,214套,64套,11846,11753.5
399288,"31.930379,117.2697",恒盛皇家花园,公寓,1.2元/㎡/月,2014年,43%(高),菱湖公园,229套,16套,14681,13937.0
829070,"31.778358,117.219153",金水童话名苑,公寓,0.65元/㎡/月,2008年,41%(高),"中环城,大学城",132套,77套,23115,20737.0
861006,"31.900083,117.245803",碧水源,公寓,1.4元/㎡/月,暂无数据,暂无数据,"万科森林公园,四里河",251套,21套,16518,16568.5
584691,"31.86723,117.314097",坝上街环球中心,公寓,1.44元/㎡/月,2015年,40%(高),"明光路,和平广场",237套,101套,18225,18224.0
801069,"31.884939,117.356599",万达华府,公寓,1.4元/㎡/月,暂无数据,25%(一般),瑶海万达广场,191套,61套,16407,16298.0
337634,"31.833522,117.306623",创智广场,公寓,1.1元/㎡/月,2010年,30%(一般),"宁国路,太宁路口,卫岗",204套,95套,13782,13759.0
828947,"31.81197,117.237743",华润凯旋门二期,公寓,1.44元/㎡/月,2015年,30%(一般),天鹅湖,306套,220套,29650,28680.5
401277,"31.735256,117.179108",金宇天地城,公寓,1.2元/㎡/月,2013年,44%(高),肥西县城,215套,14套,14334,14459.0
337345,"31.810601,117.220724",国建香谢水都,公寓,1.2元/㎡/月,2008年,52%(高),"合肥八中,天鹅湖",185套,49套,27925,27151.0
399186,"31.904841,117.299845",大富绿洲,公寓,1.2元/㎡/月,2012年,暂无数据,"海棠社区,杏林花园",375套,42套,13500,13664.5
337654,"31.811708,117.211654",发能太阳海岸,公寓,1.2元/㎡/月,2010年,40%(高),合肥八中,321套,85套,23746,23083.5
337382,"31.897392,117.282273",海棠花园,公寓,0.68元/㎡/月,2006年,38%(一般),海棠社区,162套,7套,17523,17497.0
337482,"31.840281,117.25424",香樟雅苑,公寓,0.85元/㎡/月,2007年,42%(高),"黄山路,望江西路,肉联厂",159套,27套,18912,18944.5
988951,"31.848766,117.385735",弘阳昕悦府,公寓,1.44元/㎡/月,2019年,40%(高),大兴镇,3套,1套,12335,12335.0
337742,"31.726705,117.289115",高速滨湖时代广场,公寓,1.35元/㎡/月,2011年,40%(高),高速时代广场,159套,62套,20062,20057.5
399252,"31.801922,117.240465",琥珀五环城和雅阁,公寓,0.89元/㎡/月,2015年,40%(高),奥体中心,255套,70套,22039,21128.0
366011,"31.75202,117.29621",临滨苑,公寓,1.2元/㎡/月,2011年,40%(高),"观湖苑,滨湖世纪城",263套,55套,17122,17071.5
879880,"31.945573,117.336237",陶冲湖别院,公寓,1.98元/㎡/月,2020年,40%(高),陶冲湖,150套,14套,14788,15042.0
913316,"31.824576,117.184195",百商玉兰公馆,公寓,1.4元/㎡/月,2018年,42.1%(高),"柏堰湖,大蜀山",295套,77套,17153,16682.0
614440,"31.84266,117.299888",青年小区,公寓,0.7元/㎡/月,1995年,15%(低),"合工大,宁国路",79套,24套,14564,14739.5
659456,"31.7413,117.311444",佳源巴黎都市(一期),公寓,1.6元/㎡/月,2010年,42%(高),新省府,262套,65套,20982,20413.0
366202,"31.754024,117.295706",琼林苑,公寓,1.2元/㎡/月,2011年,40%(高),"观湖苑,滨湖世纪城",118套,26套,17777,17774.0
829523,"31.775323,117.221026",水安盛世桃源,公寓,1.4元/㎡/月,暂无数据,40%(高),肥西县城,275套,117套,16103,16077.0
804850,"31.850519,117.123743",蓝光雍锦半岛,公寓,3元/㎡/月,2016年,40%(高),"客运西站,蜀西湖",493套,91套,20245,20611.5
879949,"31.998299,117.259062",半岛一号(别墅),别墅,2元/㎡/月,2013年,40%(高),"力高共和城,北城世纪城",190套,2套,14994,15435.0
399397,"31.821707,117.199914",圣联香御公馆,公寓,1.3元/㎡/月,2016年,40%(高),香樟大道,93套,40套,17529,17196.0
338078,"31.841257,117.300095",阳光小区,公寓,0.6元/㎡/月,1996年,15%(低),"合工大,马鞍山路,合家福",35套,14套,14782,14822.5
829184,"31.930879,117.313906",力高君御世家,公寓,1.44元/㎡/月,2017年,40%(高),天水路,168套,11套,12218,12245.0
399424,"31.726056,117.286844",中铁滨湖名邸,公寓,1.4元/㎡/月,2013年,42%(高),高速时代广场,323套,49套,20036,19319.0
828275,"31.895102,117.226622",铂悦庐州府,公寓,2.8元/㎡/月,2019年,40%(高),"海棠社区,四里河",141套,2套,24737,25651.5
828925,"31.79377,117.204938",华邦观筑里,公寓,1.44元/㎡/月,2018年,40%(高),"港澳广场,芙蓉路",271套,61套,18350,18280.5
444343,"31.743299,117.306766",蓝鼎滨湖假日翰林园,公寓,1.2元/㎡/月,2011年,40%(高),"滨湖世纪城,观湖苑,滨湖假日",453套,111套,21392,20741.0
829679,"31.787336,117.179122",文一名门绿洲,公寓,1.44元/㎡/月,2017年,40%(高),禹洲天玺,257套,72套,14015,14084.5
406573,"31.745816,117.301686",滨湖和园,公寓,0.8元/㎡/月,2009年,33%(一般),"滨湖世纪城,滨湖假日",141套,44套,17438,17380.5
788315,"31.828453,117.216567",文一名门首府,公寓,1.44元/㎡/月,2017年,40%(高),科学大道,265套,32套,23866,23054.5
399278,"31.861818,117.314353",和平盛世,公寓,1.36元/㎡/月,2012年,41%(高),和平广场,367套,24套,21957,21824.5
338566,"31.748523,117.306143",徽杰苑,公寓,1.2元/㎡/月,2009年,40%(高),滨湖世纪城,387套,138套,17718,17503.0
337619,"31.900118,117.301353",利港银河新城,公寓,1.1元/㎡/月,2010年,46%(高),元一名城,312套,45套,14701,14693.5
337433,"31.860344,117.202965",新加坡花园城,公寓,1.1元/㎡/月,2011年,60%(高),长江西路,274套,66套,17148,17169.5
791276,"31.821219,117.174221",保利梧桐语,公寓,1.44元/㎡/月,2016年,41%(高),"香樟大道,科学大道",155套,22套,18944,18268.5
337490,"31.844798,117.25481",绿城百合公寓,公寓,1.28元/㎡/月,2007年,暂无数据,"黄山路,望江西路,肉联厂",93套,29套,20848,20850.0
399212,"31.787032,117.217599",经典华城,公寓,1.05元/㎡/月,2013年,36%(一般),"芙蓉路,中环城",171套,56套,23564,21590.5
365804,"31.754285,117.29914",春融苑,公寓,1.2元/㎡/月,2011年,40%(高),"观湖苑,滨湖世纪城",456套,105套,18191,17715.5
337568,"31.791021,117.229563",东海星城,公寓,1.44元/㎡/月,2014年,42%(高),"徽园,明珠广场",333套,120套,15684,15683.5
337613,"31.886948,117.28252",金域蓝湾,公寓,1.1元/㎡/月,2012年,52%(高),"北一环,蒙城路,白水坝",244套,116套,20043,19433.0
1001405,"31.703916,117.279909",时光印象,公寓,2.5元/㎡/月,暂无数据,40%(高),"云谷路,高速时代广场",12套,5套,20058,18618.5
373339,"31.847001,117.273712",黄金广场,公寓,1.58元/㎡/月,2006年,41%(高),"西园新村,安医附院,安徽大学",356套,3套,16305,13447.5
337356,"31.875867,117.259285",奥林花园,公寓,1.2元/㎡/月,2009年,42%(高),"琥珀山庄,清溪路,三里庵",253套,115套,15733,15692.0
399327,"31.747026,117.277248",观澜华庭,公寓,1.2元/㎡/月,2011年,43%(高),"南艳湖,经开周边",163套,77套,16897,16899.0
993796,"31.800923,117.211617",融创城融和园,公寓,1.1元/㎡/月,2016年,40%(高),"禹洲天境,港澳广场",294套,74套,20917,20180.5
511148,"31.738874,117.301598",蓝鼎滨湖假日枫丹园,公寓,1.4元/㎡/月,2008年,40%(高),"滨湖世纪城,观湖苑,滨湖假日",378套,14套,24268,23801.5
938032,"31.795914,117.366239",南翔汽车智慧新城,商住楼,暂无数据,暂无数据,暂无数据,"葛大店,包河周边,包河工业园",670套,12套,7333,7285.5
399313,"31.854949,117.294343",东方广场,公寓,1.32元/㎡/月,2012年,40%(高),"南熏门桥,芜湖路,大钟楼",53套,3套,26141,26137.0
399207,"31.824216,117.206689",华地紫园,公寓,1.44元/㎡/月,2012年,40%(高),"香樟大道,科学大道",215套,38套,21913,20990.5
372633,"31.80669,117.21994",森林海,公寓,1.5元/㎡/月,2010年,49%(高),"奥体中心,合肥八中",165套,72套,25305,24530.5
796787,"31.787376,117.174515",禹洲天玺,公寓,1元/㎡/月,2016年,40%(高),禹洲天玺,574套,91套,14593,14507.0
616835,"31.864718,117.309068",万达公馆,公寓,3.93元/㎡/月,2012年,10%(低),"南熏门桥,芜湖路,大钟楼",205套,21套,20447,20767.5
337780,"31.840681,117.287398",江南新里程,公寓,1.28元/㎡/月,2010年,35%(一般),"东陈岗,中铁四局",279套,66套,18867,18570.0
337353,"31.843345,117.241464",新华学府春天,公寓,1.33元/㎡/月,2007年,53%(高),"黄山路,望江西路,肉联厂",144套,53套,20541,20486.0
913314,"31.881613,117.327503",藏龙阁,公寓,1.44元/㎡/月,暂无数据,40%(高),三里街,332套,37套,16232,16233.5
337450,"31.786655,117.204585",金星家园,公寓,1元/㎡/月,2011年,46%(高),"大学城,中环城",163套,14套,20990,20378.0
337678,"31.840693,117.232803",华地学府名都,公寓,1.33元/㎡/月,2011年,45%(高),"1912商业街,望江西路,黄潜望",295套,60套,23876,24358.5
399338,"31.814441,117.237109",新地中心,公寓,1.44元/㎡/月,2013年,36%(一般),天鹅湖,215套,73套,30073,29993.0
399174,"31.875068,117.357224",柏庄春暖花开,公寓,1元/㎡/月,2015年,40%(高),瑶海万达广场,379套,33套,16020,16146.5
399171,"31.784638,117.209906",国耀花半里,公寓,1.28元/㎡/月,2013年,40%(高),"大学城,中环城",192套,56套,22994,22399.5
399334,"31.785605,117.238704",华地润园,公寓,1.44元/㎡/月,2016年,40%(高),"莲花路,明珠广场",187套,99套,18430,17900.0
399271,"31.779879,117.264485",御湖观邸,公寓,1元/㎡/月,2012年,41%(高),"海恒社区,徽园",325套,17套,16985,16938.0
797772,"31.909587,117.250586",中国铁建国际城广园,公寓,1.25元/㎡/月,2012年,40%(高),中铁国际城,415套,27套,16846,16855.0
337792,"31.853375,117.246225",安居苑东村,公寓,0.9元/㎡/月,2000年,35%(一般),"国防科技大学,长江西路,贵池路",563套,54套,24647,24110.5
399244,"32.046625,117.279117",新慧金水岸,公寓,1.1元/㎡/月,2011年,40%(高),元一高尔夫,427套,9套,8944,9113.5
829766,"31.765126,117.200291",禹洲翡翠湖郡,公寓,1.44元/㎡/月,2015年,40%(高),"翡翠湖,大学城",339套,60套,17716,17559.5
337778,"31.865401,117.326636",恒盛豪庭,公寓,1.1元/㎡/月,2012年,40%(高),"曙光影院,和平广场",526套,80套,19085,19151.0
785213,"31.858139,117.250174",华邦繁华里,公寓,1元/㎡/月,2016年,40%(高),"五里墩,长江西路,青阳北路",292套,48套,20759,20846.0
804462,"31.820254,117.242394",融创合肥壹号院,公寓,3.98元/㎡/月,2019年,35%(一般),"荷叶地,天鹅湖",24套,15套,32339,32775.5
337481,"31.839561,117.199304",澜溪镇,公寓,1.1元/㎡/月,2008年,48%(高),"科学大道,大蜀山,香樟大道",136套,8套,21661,21597.0
579998,"31.861179,117.153819",大富山庄,公寓,1.4元/㎡/月,2015年,40%(高),"四季花海,大蜀山",287套,35套,17589,17306.5
338593,"31.747981,117.300934",振徽苑,公寓,1.2元/㎡/月,2011年,40%(高),"观湖苑,滨湖世纪城",386套,106套,17379,17643.0
337649,"31.830561,117.307829",铂金汉宫,公寓,1.2元/㎡/月,2009年,36%(一般),"宁国路,太宁路口,卫岗",162套,157套,16976,17310.0
337622,"31.864348,117.314192",御景湾,公寓,1.25元/㎡/月,2008年,48%(高),明光路,276套,20套,18633,19328.5
991974,"31.836557,117.088583",望江台,公寓,1.98元/㎡/月,暂无数据,40%(高),客运西站,9套,暂无数据,15864,14421.5
454078,"31.720219,117.28041",滨湖万科城,公寓,2.7元/㎡/月,2014年,40%(高),高速时代广场,573套,96套,20798,20450.0
337603,"31.777535,117.27224",南湖春城,公寓,暂无数据,2012年,40%(高),"海恒社区,南艳湖",497套,75套,14883,14928.5
337624,"31.861327,117.173205",红皖家园,公寓,0.9元/㎡/月,2010年,43%(高),"四季花海,大蜀山",259套,60套,14596,14713.0
804092,"31.861219,117.121027",航空新城,公寓,1.3元/㎡/月,2017年,41%(高),"客运西站,蜀西湖,方兴大道",375套,82套,15655,15575.0
399420,"32.034834,117.260064",恒大帝景(东区),公寓,1.6元/㎡/月,2013年,42%(高),北城中环城,516套,44套,11444,11592.5
828797,"31.898037,117.272693",海亮红玺台,公寓,1.2元/㎡/月,2014年,40%(高),海棠社区,224套,1套,24864,24237.0
797552,"31.862065,117.157111",华邦蜀山里,公寓,1.4元/㎡/月,2001年,45%(高),"四季花海,大蜀山",189套,29套,19014,18850.0
337741,"31.746289,117.306457",蓝鼎观湖苑,公寓,1.2元/㎡/月,2008年,40%(高),"滨湖世纪城,滨湖假日,观湖苑",676套,66套,17709,17695.5
612731,"31.839534,117.324419",玫瑰绅城花园,公寓,1.18元/㎡/月,2009年,43%(高),"合工大,马鞍山路,合家福",263套,19套,14538,14362.0
337641,"31.905382,117.311619",隆昊昊天园,公寓,1.23元/㎡/月,2012年,45%(高),"家天下,瑶海公园",932套,65套,13089,13044.5
366081,"31.837216,117.311785",新里海顿公馆(西区),公寓,0.5元/㎡/月,2011年,55%(高),"合工大,马鞍山路,合家福",802套,150套,18142,18373.5
338079,"31.823772,117.210465",兴园小区,公寓,0.7元/㎡/月,2005年,40%(高),科学大道,136套,53套,14676,14520.0
582519,"31.89607,117.240344",万科森林公园朗庭,公寓,2.7元/㎡/月,2015年,40%(高),"万科森林公园,四里河",219套,16套,24948,25074.5
829755,"31.775244,117.271865",依澜雅居,公寓,1.2元/㎡/月,暂无数据,40%(高),"海恒社区,南艳湖",56套,47套,15294,14249.5
373675,"31.881459,117.370498",海尔公馆,公寓,1.4元/㎡/月,2015年,40%(高),临泉东路,289套,22套,14489,14275.0
337940,"31.868895,117.274405",琥珀山庄,公寓,1.1元/㎡/月,2000年,40%(高),"琥珀山庄,清溪路,三里庵",174套,15套,17958,17970.0
798994,"31.787383,117.171804",信地华地城,公寓,1.44元/㎡/月,2004年,40%(高),禹洲天玺,507套,90套,14146,14055.5
478790,"31.75626,117.190133",原树提香,公寓,1.3元/㎡/月,暂无数据,50%(高),肥西县城,258套,53套,16763,16727.5
828933,"31.925821,117.271975",华地森林湖,公寓,1.76元/㎡/月,暂无数据,40%(高),菱湖公园,315套,24套,15336,15336.0
879909,"31.808863,117.239761",天珑广场(商住楼),商住楼,1.4元/㎡/月,暂无数据,40%(高),天鹅湖,670套,29套,12886,13538.0
399316,"31.819925,117.205484",淮矿馥邦天下,公寓,1.4元/㎡/月,2016年,40%(高),"香樟大道,科学大道",238套,63套,18966,18938.5
829807,"31.786722,117.209786",中环云邸,公寓,1.28元/㎡/月,2010年,40%(高),中环城,281套,37套,23866,22682.0
338204,"31.909616,117.33033",兴华苑,公寓,暂无数据,2008年,33%(一般),七里塘,96套,14套,11311,11346.0
337338,"31.852452,117.202496",梦园小区,公寓,0.7元/㎡/月,2004年,40%(高),科学大道,259套,28套,17509,17457.0
797776,"31.909819,117.236125",中国铁建国际城品园,公寓,1.2元/㎡/月,暂无数据,40%(高),"大杨镇,四里河",366套,77套,17936,17319.5
337713,"31.808698,117.217276",融科九重锦,公寓,1.32元/㎡/月,2010年,41%(高),"天鹅湖,合肥八中",311套,90套,28491,27092.0
337373,"31.853345,117.234784",汉嘉都市森林,公寓,0.8元/㎡/月,2008年,41%(高),"国防科技大学,长江西路,贵池路",348套,54套,22406,22015.0
829659,"31.83909,117.310802",万振逍遥苑四期,公寓,1.2元/㎡/月,暂无数据,53%(高),"合工大,马鞍山路,合家福",753套,160套,14958,15178.5
800154,"31.732952,117.181719",安居苑,公寓,0.4元/㎡/月,暂无数据,暂无数据,肥西县城,2套,2套,10081,11045.5
401296,"31.835449,117.248052",金色名郡,公寓,1.42元/㎡/月,2013年,40%(高),"黄山路,望江西路,肉联厂",368套,79套,22553,22414.0
399430,"31.728652,117.286399",旭辉御府,公寓,1.44元/㎡/月,2014年,40%(高),高速时代广场,454套,59套,19409,19166.0
782137,"31.913435,117.34632",世纪荣廷,公寓,1.44元/㎡/月,2012年,40%(高),天水路,255套,19套,13784,13876.5
378392,"31.830706,117.316583",和昌都汇华府,公寓,1.2元/㎡/月,2015年,40%(高),"合工大,马鞍山路,合家福",664套,120套,18015,18060.0
782135,"31.926353,117.31178",淮合花园,公寓,1元/㎡/月,2002年,30%(一般),天水路,311套,6套,9618,9517.0
797487,"31.600666,117.490481",碧桂园滨湖城,公寓,暂无数据,2016年,39%(一般),巢湖周边,278套,1套,10257,10221.0
399247,"31.851491,117.319683",蓝鼎星河府,公寓,1.44元/㎡/月,2013年,43%(高),"巢湖路,马鞍山路,周谷堆",685套,114套,17558,17337.0
399236,"31.860581,117.321004",鼎元府邸,公寓,1.1元/㎡/月,2013年,46%(高),和平广场,342套,17套,20555,20766.5
